url,status,last_page
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2061,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2062,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2063,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2064,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2065,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2066,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2067,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2068,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2069,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2070,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2071,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2072,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2073,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2074,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2075,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2076,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2077,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2081,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2082,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2083,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2084,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2085,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2086,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2087,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2088,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2089,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2092,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2093,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2094,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2095,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2096,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2097,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2099,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2100,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2101,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2102,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2104,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2105,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2106,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2107,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2108,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2109,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2110,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2111,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2112,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2113,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2114,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2115,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2116,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2117,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2118,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2119,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2120,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2121,completed,1
https://www.domain.com.au/sale/?excludeunderoffer=1&ssubs=0&postcode=2122,completed,1
