agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Ross Mundy,The Marshall Group RE,Auction 1st March,"51 Ayres Road,",ST IVES,NSW,2075,5,7,2,948m²,NEW,"Picture of 51 Ayres Road, ST IVES NSW 2075",House
Nicky Tanner,The Marshall Group RE,Pre Auction,"22/9-15 Newhaven Place,",ST IVES,NSW,2075,3,2,2,0,NEW,"Picture of 22/9-15 Newhaven Place, ST IVES NSW 2075",Apartment / Unit / Flat
David Beveridge,Ray White Upper North Shore,"Auction Saturday 1 March, 11am","45 Milburn Place,",ST IVES,NSW,2075,5,3,2,923m²,NEW,David Beveridge,House
Jason zhang,Landwell Real Estate,Just Listed,"213/132-138 Killeaton Street,",ST IVES,NSW,2075,2,2,1,0,NEW,Jason zhang,Apartment / Unit / Flat
Michael Doran,Belle Property Wahroonga | Hornsby | Pymble | Thornleigh,"For Sale $695,000","79/132-138 Killeaton Street,",ST IVES,NSW,2075,1,1,1,0,NEW,Michael Doran,Apartment / Unit / Flat
Triston Lim,RAINE & HORNE ST IVES,Contact Agent,"7 Wirra Close,",ST IVES,NSW,2075,5,3,2,"1,252m²",NEW,Triston Lim,House
Jessica Cao,Ray White Upper North Shore,"Auction guide: $1,600,000","1/55 Killeaton Street,",ST IVES,NSW,2075,3,2,2,0,NEW,Jessica Cao,Townhouse
Coco Cui Roskam,Ray White Upper North Shore,For Sale - Contact Agent,"24A Mungarra Avenue,",ST IVES,NSW,2075,5,3,2,0,NEW,Coco Cui Roskam,Retirement Living
Keith Wiseman,Keith Wiseman Real Estate,Auction ( Unless Sold Prior),"7 Eden Vale Close,",ST IVES,NSW,2075,3,2,2,0,UPDATED,Keith Wiseman,House
Lucie Trinco,DiJones Upper North Shore,"Auction Guide $3,000,000","48 Romney Road,",ST IVES,NSW,2075,5,3,2,933m²,UPDATED,Lucie Trinco,House
James Yahl,ChanYahl,"For Sale $1,890,000","2/49 Killeaton Street,",ST IVES,NSW,2075,3,2,1,274m²,UPDATED,James Yahl,Retirement Living
Katheryn Purdy,DiJones Upper North Shore,"Price Guide $3,100,000","73 Hunter Avenue,",ST IVES,NSW,2075,4,3,1,"1,012m²",UPDATED,Katheryn Purdy,House
Ray Talati,DiJones Upper North Shore,"For Sale $1,650,000","6/10 Hillcrest Drive,",ST IVES,NSW,2075,3,2,2,0,UPDATED,Ray Talati,Apartment / Unit / Flat
Robert Warnes,Lane & Place,Auction Saturday 1 March,"4 Coree Place,",ST IVES,NSW,2075,5,2,2,947m²,,Robert Warnes,House
James Levy,Ray White Upper North Shore,"Auction Saturday 1 March, 4pm","52 Yarrabung Road,",ST IVES,NSW,2075,3,3,3,0,,James Levy,House
David Beveridge,Ray White Upper North Shore,"Auction - Saturday 1st March, 4pm","2/10 Shinfield Avenue,",ST IVES,NSW,2075,3,2,2,0,,David Beveridge,Apartment / Unit / Flat
James Levy,Ray White Upper North Shore,"Auction Saturday 1 March, 4pm","52 Flinders Avenue,",ST IVES,NSW,2075,5,4,2,931m²,,James Levy,House
James Levy,Ray White Upper North Shore,"Auction Saturday 1 March, 4pm","18 Cambourne Avenue,",ST IVES,NSW,2075,5,3,2,0,,James Levy,House
David Beveridge,Ray White Upper North Shore,"Auction Saturday 22 February, 4pm","4 Cates Place,",ST IVES,NSW,2075,3,2,2,0,,David Beveridge,House
Ahmad Basam,McGrath Wahroonga,Contact Agent,"18 Paul Avenue,",ST IVES,NSW,2075,4,2,2,696m²,,Ahmad  Basam,House
,,"$4,020,000","105 Cambourne Avenue,",ST IVES,NSW,2075,5,3,2,0,SOLD,"Picture of 105 Cambourne Avenue, ST IVES NSW 2075",House
,,"$3,740,000","95 Collins Road,",ST IVES,NSW,2075,4,3,2,0,SOLD,"Picture of 95 Collins Road, ST IVES NSW 2075",House
,,"$3,835,000","7A Eastern Arterial Road,",ST IVES,NSW,2075,7,4,2,0,SOLD,"Picture of 7A Eastern Arterial Road, ST IVES NSW 2075",House
David Beveridge,Ray White Upper North Shore,"Auction Saturday 22 February, 4pm","78 Warrimoo Avenue,",ST IVES,NSW,2075,5,2,2,929m²,,David Beveridge,House
David Beveridge,Ray White Upper North Shore,"Auction Saturday 22 February, 4pm","115 Warrimoo Avenue,",ST IVES,NSW,2075,4,3,2,929m²,,David Beveridge,House
Leonie Piper,ChanYahl,"Auction Guide $2,900,000 - Sat 15th Feb","63 Collins Road,",ST IVES,NSW,2075,4,3,3,948m²,,Leonie Piper,House
Heidi Chu,ChanYahl,Auction Sat 1st Mar at 4:30pm,"12 Carcoola Road,",ST IVES,NSW,2075,5,3,2,930m²,,Heidi Chu,House
TOM ZHANG,DEVOTE Real Estate,Contact Agent,"27 Yarralumla Avenue,",ST IVES,NSW,2075,6,4,3,923m²,,TOM ZHANG,House
Krystel De Ruiter,DiJones Upper North Shore,"Auction Guide $1,800,000","22 Cassandra Avenue,",ST IVES,NSW,2075,3,2,2,"1,113m²",,Krystel De Ruiter,House
Krystel De Ruiter,DiJones Upper North Shore,Auction - Contact Agent,"29 Palm Street,",ST IVES,NSW,2075,4,3,2,"1,347m²",,Krystel De Ruiter,House
Krystel De Ruiter,DiJones Upper North Shore,"Auction Guide $2,500,000","11 Dalton Road,",ST IVES,NSW,2075,4,2,1,981m²,,Krystel De Ruiter,House
Triston Lim,RAINE & HORNE ST IVES,Contact Agent,"26 Roma Road,",ST IVES,NSW,2075,4,2,2,970m²,,Triston Lim,House
Andrew Furlong,ChanYahl,"Auction Guide $2,590,000 - 18th Feb","33 Warrimoo Avenue,",ST IVES,NSW,2075,4,2,2,961m²,,Andrew Furlong,House
James Levy,Ray White Upper North Shore,"Auction Tuesday 18 February, 6pm","93 Cambourne Avenue,",ST IVES,NSW,2075,5,4,2,0,,James Levy,House
Jenny Han,ChanYahl,Auction Sat 15th Feb at 12.30pm,"78 Woodbury Road,",ST IVES,NSW,2075,4,3,2,"1,012m²",,Jenny Han,House
Giuseppe Princi,Ray White Upper North Shore,"Auction Tuesday 18 February, 6pm","G09/12 Shinfield Avenue,",ST IVES,NSW,2075,2,2,1,0,,Giuseppe Princi,Apartment / Unit / Flat
Matthew Bourn,McConnell Bourn - North Shore,Contact Agent,"133 Killeaton Street,",ST IVES,NSW,2075,6,4,2,959m²,,Matthew Bourn,House
Coco Cui Roskam,Ray White Upper North Shore,For Sale - Contact Agent,"39 Gould Avenue,",ST IVES,NSW,2075,5,2,2,0,,Coco Cui Roskam,House
