agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Nuriye Piening,Piening Property Sales,"$870,000 (Nil GST)","17 Marlow Road,",BERRIMAH,NT,0828,4,3,0,0,,Piening Property Sales,House
,,FASTRAK,"1 Dennis Court,",BERRIMAH,NT,0828,0,1,10,"1,290m²",,Elders Top End Group,House
,,"$270,000","19 Whipray Circuit,",BERRIMAH,NT,0828,0,0,0,0,,For Sale By Owner Australia,Vacant land
,,"Buying Guide $465,000","23/47 Boulter Road,",BERRIMAH,NT,0828,3,2,2,0,,Raine & Horne Darwin,Apartment / Unit / Flat
,,"$965,000","30 Kerr Court,",KNUCKEY LAGOON,NT,0828,0,0,0,0,,Real Estate Central Projects Pty Ltd,Vacant land
,,Expressions of Interest,"20 Agostini Road,",KNUCKEY LAGOON,NT,0828,0,0,0,0,,O'Donoghues First National,Vacant land
,,Contact Agent,"- Casey Road,",BERRIMAH,NT,0828,0,0,0,0,,,Vacant land
,,"$2,055,678","35 Stevens Road,",KNUCKEY LAGOON,NT,0828,4,3,0,0,SOLD,"Picture of 35 Stevens Road, KNUCKEY LAGOON NT 0828",House
,,"$1,308,000","80 Farrar Road,",KNUCKEY LAGOON,NT,0828,5,3,4,0,SOLD,"Picture of 80 Farrar Road, KNUCKEY LAGOON NT 0828",House
,,"$1,250,000","5 Benson Court,",KNUCKEY LAGOON,NT,0828,5,3,2,0,SOLD,"Picture of 5 Benson Court, KNUCKEY LAGOON NT 0828",House
