agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Krissie Ormond,The Agency,"For Sale $880,000-968,000","426/6 Spring Street,",ROSEBERY,NSW,2018,2,2,1,0,NEW,Krissie Ormond,Apartment / Unit / Flat
John Zheng,LJ Hooker Pyrmont | Ultimo,"$645,000 to $695,000","8/397-399 Gardeners Road,",ROSEBERY,NSW,2018,2,1,1,86m²,NEW,John Zheng,Apartment / Unit / Flat
Eduard Neyman,Multi Manage,Contact Agent,"787/83-93 Dalmeny Avenue,",ROSEBERY,NSW,2018,3,2,2,0,NEW,Eduard Neyman,Apartment / Unit / Flat
Shannon Cleary,Ray White The Woollahra Group,Forthcoming Auction,"102/791-795 Botany Road,",ROSEBERY,NSW,2018,1,1,0,0,NEW,Shannon Cleary,Apartment / Unit / Flat
Calvin Chan,Morton Green Square,"$1,900,000","50 Coward Street,",ROSEBERY,NSW,2018,3,2,2,316m²,NEW,Calvin Chan,House
Joe Recep,NGFarah Pty Limited,Contact Agent,"404E/144 Dunning Avenue,",ROSEBERY,NSW,2018,1,1,1,0,NEW,Joe Recep,Apartment / Unit / Flat
Dalton Stewart,Ray White Touma Taylor,Contact Agent,"105/95 Dalmeny Avenue,",ROSEBERY,NSW,2018,1,1,1,0,,Dalton Stewart,Apartment / Unit / Flat
Calvin Chan,Morton Green Square,"$980,000 - $1,080,000","220/54 Rosebery Avenue,",ROSEBERY,NSW,2018,2,2,1,0,,Calvin Chan,Apartment / Unit / Flat
Christian West,PPD Real Estate,Contact Agent,"96/8 Crewe Place,",ROSEBERY,NSW,2018,2,2,1,0,AUCTION WED 12 FEB,Christian West,Apartment / Unit / Flat
Marnie Seinor,McGrath Coogee,Contact Agent,"13 Dalmeny Avenue,",ROSEBERY,NSW,2018,4,2,1,555m²,UPDATED,Marnie Seinor,House
Krissie Ormond,The Agency,Auction | Contact Krissie Ormond 0405 060 075,"8/18 Primrose Avenue,",ROSEBERY,NSW,2018,3,3,1,0,,Krissie Ormond,Terrace
Max Klimenko,Ray White Touma Taylor,"For Sale $800,000 - $850,000","260/83-93 Dalmeny Avenue,",ROSEBERY,NSW,2018,2,2,1,102m²,,Max Klimenko,Apartment / Unit / Flat
Roger Wardy,Ray White Touma Taylor,Auction Sat 1st March,"16A George Street,",EASTLAKES,NSW,2018,5,3,2,370m²,,Roger Wardy,House
Nader Hotait,Ray White Eastern Beaches,Auction,"12 Wellington Street,",ROSEBERY,NSW,2018,4,2,0,0,,Nader Hotait,House
Temuqile ( Tim ) Boyan,Raine&Horne Lindfield,Contact Agent,"116/54 Rosebery Avenue,",ROSEBERY,NSW,2018,2,2,1,0,,Temuqile ( Tim ) Boyan,Apartment / Unit / Flat
Max Klimenko,Ray White Touma Taylor,"Buyers Guide $1,800,000 | Auction 22nd Feb","89/8 Crewe Place,",ROSEBERY,NSW,2018,3,2,2,0,,Max Klimenko,Apartment / Unit / Flat
Max Klimenko,Ray White Touma Taylor,"Buyers Guide $1,300,000 | Auction 22nd Feb","208/29 Dunning Avenue,",ROSEBERY,NSW,2018,3,2,2,117m²,,Max Klimenko,Apartment / Unit / Flat
Tony Giouzelis,MGM MARTIN,For Sale Contact Agent,"23 Maloney Street,",ROSEBERY,NSW,2018,3,1,0,0,,Tony Giouzelis,House
,,"$500,000","G01/791-795 Botany Road,",ROSEBERY,NSW,2018,1,1,0,0,SOLD,"Picture of G01/791-795 Botany Road, ROSEBERY NSW 2018",Apartment / Unit / Flat
,,"$910,000","165/83-93 Dalmeny Avenue,",ROSEBERY,NSW,2018,2,2,1,104m²,SOLD,"Picture of 165/83-93 Dalmeny Avenue, ROSEBERY NSW 2018",Apartment / Unit / Flat
,,"$1,600,000","57/8 Crewe Place,",ROSEBERY,NSW,2018,2,2,1,107m²,SOLD,"Picture of 57/8 Crewe Place, ROSEBERY NSW 2018",Apartment / Unit / Flat
Jason Zhuang,JR Landing Green Square,Contact Agent,"215/741-747 Botany Road,",ROSEBERY,NSW,2018,2,2,1,0,,"Picture of 215/741-747 Botany Road, ROSEBERY NSW 2018",Apartment / Unit / Flat
David Bettini,MGM MARTIN,"$1,050,000 - $1,150,000","12/57 Rothschild Avenue,",ROSEBERY,NSW,2018,2,2,1,0,,"Picture of 12/57 Rothschild Avenue, ROSEBERY NSW 2018",Apartment / Unit / Flat
Michael Grigoriadis,Grig Property,Contact Agent,"93/8 Crewe Place,",ROSEBERY,NSW,2018,2,1,1,0,,Michael Grigoriadis,Apartment / Unit / Flat
Jason Zhuang,JR Landing Green Square,Contact Agent,"148/20 Confectioners Way,",ROSEBERY,NSW,2018,2,2,1,0,,Jason Zhuang,Apartment / Unit / Flat
Anthony Kassis,The Agency,Contact Agent,"56 Tweedmouth Avenue,",ROSEBERY,NSW,2018,4,2,2,642m²,,Anthony Kassis,House
Theo Felekos,Ray White Kingsford,AUCTION I Theo Felekos,"24 Tweedmouth Avenue,",ROSEBERY,NSW,2018,4,1,2,645m²,,Theo Felekos,House
(Charles) Yuanchao Pei,Ray White Norwest,Contact Agent,"106/791-795 Botany Road,",ROSEBERY,NSW,2018,1,1,0,0,,(Charles) Yuanchao Pei,Apartment / Unit / Flat
Max Klimenko,Ray White Touma Taylor,"For Sale $875,000 - $915,000","420/83-93 Dalmeny Avenue,",ROSEBERY,NSW,2018,2,2,1,97m²,,Max Klimenko,Apartment / Unit / Flat
Alvin Ngiam,Stone Real Estate North Ryde,For Sale | Contact Agent,"629/83-93 Dalmeny Avenue,",ROSEBERY,NSW,2018,2,2,1,0,,Alvin Ngiam,Apartment / Unit / Flat
Brooke Marshall,Sydney Sotheby's International Realty,Contact Agent,"43 Vernon Avenue,",EASTLAKES,NSW,2018,4,3,3,645m²,,Brooke Marshall,House
Andrew Yong,Raine & Horne Kingsford / Kensington,AUCTION: 22nd February 2025,"207/99 Dalmeny Avenue,",ROSEBERY,NSW,2018,2,2,1,0,,Andrew Yong,Apartment / Unit / Flat
(Charles) Yuanchao Pei,Ray White Norwest,Contact Agent,"74 Dunning Avenue,",ROSEBERY,NSW,2018,3,2,2,0,,(Charles) Yuanchao Pei,Townhouse
Paul Troyanovsky,Elders Double Bay,"Price Guide $900,000","202/279 Gardeners Road,",EASTLAKES,NSW,2018,2,2,2,0,,Paul Troyanovsky,Apartment / Unit / Flat
Lisha Dai,IB REAL ESTATE,CONTACT AGENT,"G30/42 Rosebery Avenue,",ROSEBERY,NSW,2018,1,1,0,0,,Lisha Dai,Apartment / Unit / Flat
Paul Troyanovsky,Elders Double Bay,Auction,"61/6-8 Crewe Place,",ROSEBERY,NSW,2018,2,2,1,0,,Paul Troyanovsky,Apartment / Unit / Flat
Jane Lin,JAMI Real Estate,"For Sale $2,000,000","G87/37 Rothschild Avenue,",ROSEBERY,NSW,2018,4,3,2,202m²,,Jane Lin,Townhouse
Leo Bo Liu,McConnell Bourn,"$1,100,000","801/103 Dalmeny Avenue,",ROSEBERY,NSW,2018,3,2,2,0,,Leo Bo Liu,Apartment / Unit / Flat
Mark Dawes,Richardson & Wrench Alexandria | Waterloo,"For Sale $749,000 - $789,000","307/12 Primrose Avenue,",ROSEBERY,NSW,2018,2,2,0,0,,Mark Dawes,Apartment / Unit / Flat
Justin Bell,Ray White Park Coast East,Auction,"44 Westcott Street,",EASTLAKES,NSW,2018,4,3,2,0,,Justin Bell,House
Clay Chigwidden,Agents and Co Property Group,"For Sale $705,000","5/1 O'Rourke Crescent,",EASTLAKES,NSW,2018,2,1,1,94m²,,Clay Chigwidden,Apartment / Unit / Flat
,,"$500,000","G01/791-795 Botany Road,",ROSEBERY,NSW,2018,1,1,0,0,SOLD,"Picture of G01/791-795 Botany Road, ROSEBERY NSW 2018",Apartment / Unit / Flat
,,"$910,000","165/83-93 Dalmeny Avenue,",ROSEBERY,NSW,2018,2,2,1,104m²,SOLD,,Apartment / Unit / Flat
,,"$1,600,000","57/8 Crewe Place,",ROSEBERY,NSW,2018,2,2,1,107m²,SOLD,"Picture of 57/8 Crewe Place, ROSEBERY NSW 2018",Apartment / Unit / Flat
Matthew (Yu Hin) Ip,Trident Advisors Pty Ltd,Contact Agent.,"G58/24 Confectioners Way,",ROSEBERY,NSW,2018,1,1,0,0,,"Picture of G58/24 Confectioners Way, ROSEBERY NSW 2018",Apartment / Unit / Flat
Thomas Wirjana,RnJ Realty,CALL AGENT,"14/66 Mascot Drive,",EASTLAKES,NSW,2018,2,1,1,0,,"Picture of 14/66 Mascot Drive, EASTLAKES NSW 2018",Apartment / Unit / Flat
Max Klimenko,Ray White Touma Taylor,"For Sale $895,000","9/83-93 Dalmeny Avenue,",ROSEBERY,NSW,2018,2,2,1,116m²,,Ray White Touma Taylor,Apartment / Unit / Flat
Hong Yu Kathy DU,Sydney Realty Group Pty Ltd,Contact Agent,"255/102 Dalmeny Avenue,",ROSEBERY,NSW,2018,2,2,1,0,,Hong Yu Kathy DU,Apartment / Unit / Flat
Lisa Zheng,Gaea Realty,"$610,000 to $630,000","309E/14J Mentmore Ave,",ROSEBERY,NSW,2018,1,1,0,0,,Lisa Zheng,Apartment / Unit / Flat
Adam Pierce,McGrath Maroubra,"For Sale Guide $620,000","403/6-10 Rothschild Avenue,",ROSEBERY,NSW,2018,1,1,0,64m²,,Adam Pierce,Apartment / Unit / Flat
Alex (Cangshuo) Zhang,CSZ Property,SPACIOUS ONE BEDROOM APARTMENT WITH CAR SPACE FOR SALE,"303/4 Banilung Street,",ROSEBERY,NSW,2018,1,1,1,0,,Alex (Cangshuo) Zhang,Apartment / Unit / Flat
Andy Haisheng Shi,HS Partners Real Estate,Contact Agent,"302/791-795 Botany Road,",ROSEBERY,NSW,2018,1,1,0,0,,Andy Haisheng Shi,Apartment / Unit / Flat
Jimmy Shi,,"Guide $950,000","218/4 Banilung St,",ROSEBERY,NSW,2018,2,2,1,0,,Jimmy  Shi,Apartment / Unit / Flat
,,"$930,000","742/9 Rothschild Avenue,",ROSEBERY,NSW,2018,2,2,1,0,,Amsure Realty,Apartment / Unit / Flat
,,For Sale,"2610/2 Mentmore Avenue,",ROSEBERY,NSW,2018,2,2,1,0,,Cassidy Real Estate,Apartment / Unit / Flat
,,"$1,380,000 to $1,420,000","559/24 Confectioners Way,",ROSEBERY,NSW,2018,3,2,1,0,,ASSET MATE PTY LTD,Apartment / Unit / Flat
,,Contact Agent,"501/77 Epsom Road,",ROSEBERY,NSW,2018,1,1,0,0,,Cityview Real Estate,Apartment / Unit / Flat
,,"For Sale $1,100,000-$1,200,000","3707/2 Rothschild Avenue,",ROSEBERY,NSW,2018,2,2,1,191m²,,Ray White Eastern Beaches,Apartment / Unit / Flat
,,"$820,000","203/6 Bunmarra St,",ROSEBERY,NSW,2018,2,2,1,0,,SY REALTY,Apartment / Unit / Flat
,,"Buyers Guide $1,600,000","29/9 Rosebery Avenue,",ROSEBERY,NSW,2018,3,2,2,0,,MGM MARTIN,Apartment / Unit / Flat
,,Contact Agent,"418/3 Confectioners Way,",ROSEBERY,NSW,2018,2,2,1,0,,Harris Partners,Apartment / Unit / Flat
,,"$1,000,000 - $1,100,000","UNIT 3615/2 ROTHSCHILD AVENUE,",ROSEBERY,NSW,2018,2,2,1,101m²,,Property Now,Apartment / Unit / Flat
,,Contact Agent,"C107/2 Banilung Street,",ROSEBERY,NSW,2018,1,1,0,0,,The Property Investors Alliance,Apartment / Unit / Flat
,,"PRICE GUIDE $580,000 - $620,000","507/6 Bunmarra Street,",ROSEBERY,NSW,2018,1,1,0,0,,One Agency Combined Property Group One,Apartment / Unit / Flat
,,"$500,000","G01/791-795 Botany Road,",ROSEBERY,NSW,2018,1,1,0,0,SOLD,"Picture of G01/791-795 Botany Road, ROSEBERY NSW 2018",Apartment / Unit / Flat
,,"$910,000","165/83-93 Dalmeny Avenue,",ROSEBERY,NSW,2018,2,2,1,104m²,SOLD,"Picture of 165/83-93 Dalmeny Avenue, ROSEBERY NSW 2018",Apartment / Unit / Flat
,,"$1,600,000","57/8 Crewe Place,",ROSEBERY,NSW,2018,2,2,1,107m²,SOLD,"Picture of 57/8 Crewe Place, ROSEBERY NSW 2018",Apartment / Unit / Flat
,,Contact Agent,"206/23-25 Rosebery Ave,",ROSEBERY,NSW,2018,2,2,1,0,,"Picture of 206/23-25 Rosebery Ave, ROSEBERY NSW 2018",Apartment / Unit / Flat
,,"$650,000-$700,000","705/77 Epsom Road,",ROSEBERY,NSW,2018,1,1,1,0,,"Picture of 705/77 Epsom Road, ROSEBERY NSW 2018",Apartment / Unit / Flat
,,"$1,150,000-$1,200,000","302/1 Stedman Street,",ROSEBERY,NSW,2018,2,2,1,0,,"Picture of 302/1 Stedman Street, ROSEBERY NSW 2018",Apartment / Unit / Flat
,,"$810,000-$830,000","103/33 Dunning Ave,",ROSEBERY,NSW,2018,2,2,0,0,,"Picture of 103/33 Dunning Ave, ROSEBERY NSW 2018",Apartment / Unit / Flat
,,"$935,000 Motivated Vendor","Level 4/1 Rothschild Avenue,",ROSEBERY,NSW,2018,2,2,1,0,,Dragon Australia Pty Ltd,Apartment / Unit / Flat
,,Contact Agent,"701/77 Epsom Road,",ROSEBERY,NSW,2018,1,1,1,0,,REA1 Pty Ltd,Apartment / Unit / Flat
,,For Sale - Contact Agent,"67/8 Crewe Place,",ROSEBERY,NSW,2018,2,2,1,0,,Unique Property Real Estate,Apartment / Unit / Flat
,,$2.4M,"6B Queen Street,",ROSEBERY,NSW,2018,5,2,1,0,,Dragon Australia Pty Ltd,Terrace
,,Contact Agent,"711/97 Dalmeny Avenue,",ROSEBERY,NSW,2018,1,1,0,0,,Dentown Pty Ltd,Apartment / Unit / Flat
,,"$620,000 ~ $649,000 | North aspect","603/8 Rothschild Avenue,",ROSEBERY,NSW,2018,1,1,0,0,,Strathfield Partners,Apartment / Unit / Flat
,,"$819,000| Urgent Sale","112/4 Banilung Street,",ROSEBERY,NSW,2018,2,2,1,0,,Belle Property St George,Apartment / Unit / Flat
,,"Asking Price $588,000","101/6 Bunmarra St,",ROSEBERY,NSW,2018,1,1,0,0,,Sky Property Group,Apartment / Unit / Flat
,,Contact Agent,"42 Salisbury Lane,",ROSEBERY,NSW,2018,3,2,2,0,,HOME 288 PTY LTD,Apartment / Unit / Flat
,,Contact Agent,"Primrose Avenue,",ROSEBERY,NSW,2018,2,2,1,0,,,Apartment / Unit / Flat
,,CONTACT AGENT,"105/77 Epsom Road,",ROSEBERY,NSW,2018,1,1,0,0,,,Apartment / Unit / Flat
,,"BUYERS GUIDE $800,000","902/107 Dalmeny Avenue,",ROSEBERY,NSW,2018,2,2,1,0,,,Apartment / Unit / Flat
,,"$500,000","G01/791-795 Botany Road,",ROSEBERY,NSW,2018,1,1,0,0,SOLD,"Picture of G01/791-795 Botany Road, ROSEBERY NSW 2018",Apartment / Unit / Flat
,,"$910,000","165/83-93 Dalmeny Avenue,",ROSEBERY,NSW,2018,2,2,1,104m²,SOLD,"Picture of 165/83-93 Dalmeny Avenue, ROSEBERY NSW 2018",Apartment / Unit / Flat
,,"$1,600,000","57/8 Crewe Place,",ROSEBERY,NSW,2018,2,2,1,107m²,SOLD,"Picture of 57/8 Crewe Place, ROSEBERY NSW 2018",Apartment / Unit / Flat
