agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
John Wills,Wills Property,Contact Agent,"105 Belmont Street,",ALEXANDRIA,NSW,2015,11,5,5,460m²,NEW,John Wills,Block of units
Hayden Richards,Ray White Touma Taylor,"Buyers Guide - $2,000,000","6/100 Buckland Street,",ALEXANDRIA,NSW,2015,4,2,2,220m²,NEW,Hayden Richards,House
Brad Gillespie,The Agency,Contact Agent,"23 Beaconsfield Street,",BEACONSFIELD,NSW,2015,4,3,2,178m²,NEW,Brad Gillespie,Terrace
Jack Wimpey,The Agency,"Auction Guide $1,600,000","BG05/163-173 Mcevoy Street,",ALEXANDRIA,NSW,2015,3,2,1,0,,Jack Wimpey,Apartment / Unit / Flat
Brad Gillespie,The Agency,"Auction Guide $650,000","G02/63-85 Victoria Street,",BEACONSFIELD,NSW,2015,1,1,0,0,,Brad Gillespie,Apartment / Unit / Flat
Brad Gillespie,The Agency,"Auction Guide $1,150,000","31/15-17 Fountain Street,",ALEXANDRIA,NSW,2015,2,2,1,0,,Brad Gillespie,Apartment / Unit / Flat
James Natoli,Ray White Erskineville | Alexandria | Glebe | Surry Hills,"Auction Guide $700,000","G03/123-129 Wyndham Street,",ALEXANDRIA,NSW,2015,1,1,1,0,UPDATED,James Natoli,Apartment / Unit / Flat
Brad Gillespie,The Agency,"For Sale $2,200,000","304/2 Mitchell Road,",ALEXANDRIA,NSW,2015,3,2,2,0,UPDATED,Brad Gillespie,Apartment / Unit / Flat
Danil Saveliev,Adrian William Real Estate,"Guide $1,600,000","102A/39 Ralph Street,",ALEXANDRIA,NSW,2015,3,2,2,178m²,,Danil Saveliev,Apartment / Unit / Flat
Brad Gillespie,The Agency,"Auction Guide $950,000","8/196-202 Wyndham Street,",ALEXANDRIA,NSW,2015,2,2,1,0,,Brad Gillespie,Apartment / Unit / Flat
Brad Gillespie,The Agency,"For Sale $2,600,000","288 Mitchell Road,",ALEXANDRIA,NSW,2015,4,3,1,148m²,,Brad Gillespie,Terrace
Matt Marano,Oxford Agency,Auction,"502a/39 Ralph Street,",ALEXANDRIA,NSW,2015,1,1,1,0,,Matt Marano,Apartment / Unit / Flat
Josh Ellison,Ellison Zulian Property,Auction,"7/15 Birmingham Street,",ALEXANDRIA,NSW,2015,2,1,1,0,,Josh Ellison,Apartment / Unit / Flat
Max Klimenko,Ray White Touma Taylor,Auction 22nd February,"221A Queen Street,",BEACONSFIELD,NSW,2015,4,3,1,231m²,,Max Klimenko,House
Jack Wimpey,The Agency,"Auction Guide $1,000,000","205/123-129 Wyndham Street,",ALEXANDRIA,NSW,2015,2,2,1,102m²,,Jack Wimpey,Apartment / Unit / Flat
