agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Jeff Beere,Beere Property,Contact Agent,"75/102 Miller Street,",PYRMONT,NSW,2009,3,2,2,132m²,NEW,"Picture of 75/102 Miller Street, PYRMONT NSW 2009",Apartment / Unit / Flat
Noel Lucas-Martinez,Belle Property Pyrmont,Auction - Contact Agent,"88/1-29 Bunn Street,",PYRMONT,NSW,2009,1,1,1,86m²,NEW,"Picture of 88/1-29 Bunn Street, PYRMONT NSW 2009",Apartment / Unit / Flat
John Ellis,Raine & Horne City Living,Auction,"58 John Street,",PYRMONT,NSW,2009,4,2,0,0,NEW,John Ellis,House
John Ellis,Raine & Horne City Living,Auction,"26 Jones Street,",PYRMONT,NSW,2009,3,2,2,0,NEW,John Ellis,House
Ian Qiu,Morton Pyrmont,Auction,"15 Cadigal Avenue,",PYRMONT,NSW,2009,3,2,2,233m²,NEW,Ian Qiu,Townhouse
Chervonne Papworth,Ayre Real Estate,Contact Agent,"72/104 Miller Street,",PYRMONT,NSW,2009,2,2,2,122m²,,Chervonne Papworth,Apartment / Unit / Flat
Chervonne Papworth,Ayre Real Estate,Auction,"23/16-30 Bunn Street,",PYRMONT,NSW,2009,1,1,1,68m²,,Chervonne Papworth,Apartment / Unit / Flat
Tasman Fallshaw,City Living,Contact Agent,"709/50 Murray Street,",PYRMONT,NSW,2009,2,2,1,0,,Tasman Fallshaw,Apartment / Unit / Flat
Matthew Mifsud,Raine & Horne City Living,Auction,"1010/66 Bowman Street,",PYRMONT,NSW,2009,3,2,2,0,,Matthew Mifsud,Apartment / Unit / Flat
Noel Lucas-Martinez,Belle Property Pyrmont,For Sale Contact Agent,"502/380 Harris Street,",PYRMONT,NSW,2009,3,2,2,0,,Noel Lucas-Martinez,Apartment / Unit / Flat
Matthew Mifsud,Raine & Horne City Living,Auction,"101/19 Cadigal Avenue,",PYRMONT,NSW,2009,1,1,1,0,,Matthew Mifsud,Apartment / Unit / Flat
Matthew Mifsud,Raine & Horne City Living,Contact Agent,"203/2 Jones Bay Road,",PYRMONT,NSW,2009,1,1,1,0,,Matthew Mifsud,Apartment / Unit / Flat
James Crow,Morton Pyrmont,Auction,"D407/26 Point Street,",PYRMONT,NSW,2009,1,1,1,102m²,,James Crow,Apartment / Unit / Flat
Jacqui Mulligan,Belle Property Pyrmont,Contact Agent,"411/66 Bowman Street,",PYRMONT,NSW,2009,2,2,1,0,AUCTION THU 13 FEB,Jacqui Mulligan,Apartment / Unit / Flat
Nick Scognamiglio,Little - Sydney East,Auction,"206/2 Jones Bay Road,",PYRMONT,NSW,2009,0,1,0,0,,Nick Scognamiglio,Studio
Lisa Wang,Belle Property Pyrmont,Contact Agent,"205/8-14 Wharf Crescent,",PYRMONT,NSW,2009,3,2,2,215m²,,Lisa Wang,Apartment / Unit / Flat
James Crow,Morton Pyrmont,"$3,300,000","16/56 Pirrama Road,",PYRMONT,NSW,2009,2,2,1,144m²,,James Crow,Apartment / Unit / Flat
James Crow,Morton Pyrmont,Contact Agent,"E1201/24-26 Point Street,",PYRMONT,NSW,2009,3,2,2,232m²,,James Crow,Apartment / Unit / Flat
Matthew Mifsud,Raine & Horne City Living,Contact Agent,"4/2-14 Bunn Street,",PYRMONT,NSW,2009,1,1,0,0,,Matthew Mifsud,Apartment / Unit / Flat
Michael Grigoriadis,Grig Property,Contact Agent,"31/104 Miller Street,",PYRMONT,NSW,2009,1,1,0,0,,Michael Grigoriadis,Apartment / Unit / Flat
,,"$860,000","A806/24 Point Street,",PYRMONT,NSW,2009,1,1,1,68m²,SOLD,"Picture of A806/24 Point Street, PYRMONT NSW 2009",Apartment / Unit / Flat
,,"$2,950,000","404/42 Refinery Drive,",PYRMONT,NSW,2009,2,2,1,0,SOLD,"Picture of 404/42 Refinery Drive, PYRMONT NSW 2009",Apartment / Unit / Flat
,,"$3,150,000","1005/42 Refinery Drive,",PYRMONT,NSW,2009,2,2,2,161m²,SOLD,"Picture of 1005/42 Refinery Drive, PYRMONT NSW 2009",Apartment / Unit / Flat
Noel Lucas-Martinez,Belle Property Pyrmont,Contact Agent,"26/1-29 Bunn Street,",PYRMONT,NSW,2009,2,2,1,0,,"Picture of 26/1-29 Bunn Street, PYRMONT NSW 2009",Apartment / Unit / Flat
Matthew Mifsud,Raine & Horne City Living,Contact Agent,"704/24 Refinery Drive,",PYRMONT,NSW,2009,2,2,2,0,,"Picture of 704/24 Refinery Drive, PYRMONT NSW 2009",Apartment / Unit / Flat
John Zheng,LJ Hooker Pyrmont | Ultimo,"$815,000 to $865,000","538/243 Pyrmont Street,",PYRMONT,NSW,2009,2,2,0,0,,John Zheng,Apartment / Unit / Flat
Sami Yildiz,Ray White Pyrmont,"Buyers guide $920,000 - $960,000","517/261 Harris Street,",PYRMONT,NSW,2009,2,2,1,108m²,,Sami Yildiz,Apartment / Unit / Flat
Beryl Fan,Ray White Drummoyne,Contact | Beryl Fan,"301/8 Darling Island Road,",PYRMONT,NSW,2009,3,2,2,0,,Beryl Fan,Apartment / Unit / Flat
Bernadette Rayner,The Property Business Australia,"$655,000","12/170 Pyrmont Street,",PYRMONT,NSW,2009,1,1,0,0,,Bernadette Rayner,Apartment / Unit / Flat
Matthew Mifsud,Raine & Horne City Living,Contact Agent,"69 Harris Street,",PYRMONT,NSW,2009,3,2,1,0,,Matthew Mifsud,Townhouse
Ian Qiu,Morton Pyrmont,Auction,"304/1 Distillery Drive,",PYRMONT,NSW,2009,3,3,2,168m²,,Ian Qiu,Apartment / Unit / Flat
Ian Qiu,Morton Pyrmont,"Asking price: $1,650,000","85/122 Saunders Street,",PYRMONT,NSW,2009,3,2,2,159m²,,Ian Qiu,Apartment / Unit / Flat
Ian Qiu,Morton Pyrmont,"Asking price: $750,000","9/233 Harris Street,",PYRMONT,NSW,2009,1,1,1,77m²,,Ian Qiu,Apartment / Unit / Flat
Mark Constantine,First Property Group Pty Ltd,Call Agent for Price Guide,"205/50 Murray Street,",PYRMONT,NSW,2009,2,2,1,0,,First Property Group Pty Ltd,Apartment / Unit / Flat
Sami Yildiz,Ray White Pyrmont,Contact agent,"36/102 Miller Street,",PYRMONT,NSW,2009,2,2,2,137m²,,Sami Yildiz,Apartment / Unit / Flat
George Antoniou,Boutique Residential Pty Ltd,For Sale Guide $950k,"D308/26 Point Street,",PYRMONT,NSW,2009,1,1,1,72m²,,George Antoniou,Apartment / Unit / Flat
Francis Egan,Sydney Sotheby's International Realty,Expressions of Interest,"801/8 Darling Island Road,",PYRMONT,NSW,2009,5,5,3,0,,Francis Egan,Penthouse
,,"Price Guide $2,000,000","308 Harris Street,",PYRMONT,NSW,2009,2,1,2,112m²,,Grig Property,House
,,Contact Agent,"16 Mount Street,",PYRMONT,NSW,2009,4,5,4,0,,TWT Property Group,Apartment / Unit / Flat
,,"$590,000","216/280 Jones Street,",PYRMONT,NSW,2009,0,1,1,0,,Village Property Estate Agents,Studio
,,"Price Guide $1,700,000","80 Bulwara Road,",PYRMONT,NSW,2009,2,2,0,82m²,,For Sale By Owner Australia,House
,,Auction (unless sold prior),"1A/4 Distillery Drive,",PYRMONT,NSW,2009,3,2,2,0,,Luschwitz Real Estate,Apartment / Unit / Flat
,,"$30,000 to $32,000","CS62/360 Harris Street,",PYRMONT,NSW,2009,0,0,1,0,,LJ Hooker Pyrmont | Ultimo,Car space
,,"$860,000","A806/24 Point Street,",PYRMONT,NSW,2009,1,1,1,68m²,SOLD,"Picture of A806/24 Point Street, PYRMONT NSW 2009",Apartment / Unit / Flat
,,"$2,950,000","404/42 Refinery Drive,",PYRMONT,NSW,2009,2,2,1,0,SOLD,"Picture of 404/42 Refinery Drive, PYRMONT NSW 2009",Apartment / Unit / Flat
,,"$3,150,000","1005/42 Refinery Drive,",PYRMONT,NSW,2009,2,2,2,161m²,SOLD,"Picture of 1005/42 Refinery Drive, PYRMONT NSW 2009",Apartment / Unit / Flat
,,"$900,000","Level 6, 647/243 Pyrmont Street,",PYRMONT,NSW,2009,2,2,0,0,,"Picture of Level 6, 647/243 Pyrmont Street, PYRMONT NSW 2009",Apartment / Unit / Flat
