agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Scott Farquhar,Sydney Sotheby's International Realty,Expressions of Interest,"18 Howard Street,",LINDFIELD,NSW,2070,6,3,2,"1,518m²",NEW,Scott Farquhar,House
Nahid Coventry,DiJones - Lindfield,Auction - Contact Agent,"102D Wellington Road,",EAST LINDFIELD,NSW,2070,4,3,2,670m²,NEW,Nahid Coventry,House
Belinda Shearer,The Marshall Group RE,Auction,"12/231 Pacific Highway,",LINDFIELD,NSW,2070,2,1,1,0,NEW,Belinda Shearer,Apartment / Unit / Flat
Steven Kourdis,Stone Real Estate Lindfield,Auction - 1st March,"3 Baker Place,",LINDFIELD,NSW,2070,4,3,2,962m²,NEW,Steven Kourdis,House
Ben Coventry,DiJones - Lindfield,Auction - Contact Agent,"311/1-3 Tubbs View,",LINDFIELD,NSW,2070,2,2,2,0,NEW,Ben Coventry,Apartment / Unit / Flat
Adette Cao,Stone Real Estate Lindfield,Auction - 1st March,"34 Highfield Road,",LINDFIELD,NSW,2070,4,2,2,916m²,NEW,Adette Cao,House
Matt Payne,Ray White Upper North Shore,"Auction Saturday 8 March, 9am","17 Hobart Avenue,",EAST LINDFIELD,NSW,2070,4,3,2,967m²,NEW,Matt  Payne,House
Nicole Zeng,Ray White Upper North Shore,"Auction Saturday 1st March, 2pm","243 Tryon Road,",EAST LINDFIELD,NSW,2070,6,5,2,"1,543m²",NEW,Nicole Zeng,House
Geoff Dean,Belle Property Lindfield,"AUCTION, Contact Agent","18 Dorman Crescent,",LINDFIELD,NSW,2070,4,2,2,0,NEW,Geoff Dean,House
Chris Bell,Plus Agency,Contact Agent,"TH01/2 - 4 Eton Road,",LINDFIELD,NSW,2070,4,3,2,0,NEW,Chris Bell,Townhouse
Adam Wong,DiJones - Chatswood,Auction - Contact Agent,"40 Winchester Avenue,",LINDFIELD,NSW,2070,6,3,4,860m²,NEW,Adam Wong,House
Jason Xie,Plus Agency,Contact Agent,"10/2 - 4 Eton Road,",LINDFIELD,NSW,2070,4,4,2,0,NEW,Jason Xie,Apartment / Unit / Flat
