agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Jack Parry,BresicWhitney Balmain,"Guide $3,500,000","4 Point Street,",LILYFIELD,NSW,2040,5,3,0,279m²,AUCTION SAT 8 FEB,"Picture of 4 Point Street, LILYFIELD NSW 2040",House
Yianni Sclavos,Highland Inner West,Auction,"18 Marlborough Street,",LEICHHARDT,NSW,2040,4,3,3,560m²,NEW,Yianni Sclavos,House
Jack Parry,BresicWhitney Balmain,"Guide $3,300,000","22 White Street,",LILYFIELD,NSW,2040,4,2,0,310m²,NEW,Jack Parry,House
David Eastway,Hudson McHugh,Auction,"58b Flood Street,",LEICHHARDT,NSW,2040,3,2,1,267m²,NEW,David Eastway,House
David Eastway,Hudson McHugh,Auction,"3/83 Foster Street,",LEICHHARDT,NSW,2040,3,2,1,0,NEW,David Eastway,Apartment / Unit / Flat
James Price,Hudson McHugh,Auction,"120 Allen Street,",LEICHHARDT,NSW,2040,3,2,2,302m²,NEW,James Price,House
James Montano,Montano Group,"Auction Guide $1,250,000","37/30-40 George Street,",LEICHHARDT,NSW,2040,3,2,1,0,NEW,James Montano,Townhouse
David Eastway,Hudson McHugh,Auction,"56a Annesley Street,",LEICHHARDT,NSW,2040,3,2,0,208m²,NEW,David Eastway,House
William Pereira,Adrian William Real Estate,Auction,"46 Allen Street,",LEICHHARDT,NSW,2040,3,2,0,259m²,NEW,William Pereira,House
Rebecca Duncan,Belle Property Annandale,Auction Contact Agent,"81B Hubert Street,",LILYFIELD,NSW,2040,3,2,0,0,NEW,Rebecca Duncan,Semi-detached
James Price,Hudson McHugh,Auction,"5A Bungay Street,",LEICHHARDT,NSW,2040,2,2,0,162m²,,James Price,House
Norman Tran,Adrian William Real Estate,Auction,"120 Catherine Street,",LEICHHARDT,NSW,2040,3,2,0,222m²,,Norman Tran,House
Norman Tran,Adrian William Real Estate,"Guide $525,000","7/48-50 Edith Street,",LEICHHARDT,NSW,2040,1,1,1,54m²,,Norman Tran,Apartment / Unit / Flat
Simon Pilcher,Pilcher Residential,Auction Guide $2.8m,"101 Cecily Street,",LILYFIELD,NSW,2040,4,3,1,179m²,UPDATED,Simon Pilcher,House
Joseph Lombardo,Adrian William Real Estate,"Guide $1,650,000","32 Elswick Street,",LEICHHARDT,NSW,2040,2,1,0,245m²,UPDATED,Joseph Lombardo,House
Gerard Inangeri,Gerard Partners,Auction,"11 Perry Street,",LILYFIELD,NSW,2040,3,2,2,214m²,UPDATED,Gerard Inangeri,House
Alister Barrett,The Agency,"$,1,800,000","157 Marion Street,",LEICHHARDT,NSW,2040,4,1,2,0,UPDATED,Alister Barrett,House
Ben Southwell,CobdenHayson Annandale,Contact Agent,"15 Annesley Street,",LEICHHARDT,NSW,2040,4,3,3,278m²,,Ben Southwell,House
Rebecca Williams,Belle Property Balmain,"Auction Guide $1,600,000","9/9 Bayside Street,",LILYFIELD,NSW,2040,3,2,2,219m²,,Rebecca Williams,Townhouse
Ben Southwell,CobdenHayson Annandale,Contact Agent,"353 Balmain Road,",LILYFIELD,NSW,2040,3,3,1,163m²,,Ben Southwell,House
,,"$840,000","116/23 Norton Street,",LEICHHARDT,NSW,2040,2,2,1,0,SOLD,"Picture of 116/23 Norton Street, LEICHHARDT NSW 2040",Apartment / Unit / Flat
,,"$1,640,000","9A Annesley Street,",LEICHHARDT,NSW,2040,3,2,2,197m²,SOLD,"Picture of 9A Annesley Street, LEICHHARDT NSW 2040",House
,,"$2,500,000","33 Cary Street,",LEICHHARDT,NSW,2040,3,2,0,280m²,SOLD,"Picture of 33 Cary Street, LEICHHARDT NSW 2040",House
