agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Cristian De Nigris,Sydney Sotheby's International Realty,"Buyers guide $1,100,000","3/8-10 Goodwood Street,",KENSINGTON,NSW,2033,3,2,1,0,NEW,Cristian De Nigris,Apartment / Unit / Flat
Roger Wardy,Ray White Touma Taylor,Auction Sat 8th March,"5 Ingram Street,",KENSINGTON,NSW,2033,5,2,4,690m²,NEW,Roger Wardy,House
James Giltinan,Coogee Real Estate,Contact Agent,"804B/260 Anzac Parade,",KENSINGTON,NSW,2033,2,2,2,0,NEW,James Giltinan,Apartment / Unit / Flat
Tristan Oddi,PPD Real Estate,Contact Agent,"1/47 Boronia Street,",KENSINGTON,NSW,2033,2,1,1,0,,Tristan Oddi,Apartment / Unit / Flat
Dean Jarman,Ray White Centennial Park,Auction by The Jarman Team,"22/1-7 Gloucester Place,",KENSINGTON,NSW,2033,2,1,1,0,,Dean Jarman,Apartment / Unit / Flat
Ferry Suwito,Ray White Kingsford,For Sale - Contact Agent,"6/15 Barker Street,",KENSINGTON,NSW,2033,2,1,0,0,,Ferry Suwito,Apartment / Unit / Flat
Fiona (Fan) Cheng,Elders Hornsby,Auction Unless Sold Prior,"6/86-92 Doncaster Avenue,",KENSINGTON,NSW,2033,2,1,1,0,,Fiona (Fan) Cheng,Apartment / Unit / Flat
Ty Demirezen,Ray White Eastern Beaches,Auction 1st March,"8/66 Boronia Street,",KENSINGTON,NSW,2033,2,2,1,0,,Ty Demirezen,Apartment / Unit / Flat
Roger Wardy,Ray White Touma Taylor,Auction Sat 1st March,"55 Samuel Terry Avenue,",KENSINGTON,NSW,2033,5,4,5,690m²,,Roger Wardy,House
Amanda Clement,Sydney Sotheby's International Realty,Auction Saturday 22nd February,"137 Doncaster Avenue,",KENSINGTON,NSW,2033,5,2,2,607m²,,Amanda Clement,House
Brighton Keefe,BresicWhitney Inner East,Contact agent,"32/5-11 Samuel Terry Avenue,",KENSINGTON,NSW,2033,2,1,1,0,,Brighton Keefe,Apartment / Unit / Flat
Tristan Oddi,PPD Real Estate,Auction,"9/231-233 Anzac Parade,",KENSINGTON,NSW,2033,1,1,0,0,,Tristan Oddi,Apartment / Unit / Flat
