agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Martin Farah,NGFarah Pty Limited,"Buyers Guide $2,800,000","47A Maroubra Road,",MAROUBRA,NSW,2035,4,3,2,0,,"Picture of 47A Maroubra Road, MAROUBRA NSW 2035",Semi-detached
Stephanie Farah,NGFarah Pty Limited,Auction,"7/19-21 Duncan Street,",MAROUBRA,NSW,2035,2,1,1,0,,"Picture of 7/19-21 Duncan Street, MAROUBRA NSW 2035",Apartment / Unit / Flat
Cameron Airlie,NGFarah Pty Limited,"Buyer's Guide $4,350,000","7-9 Cantrill Avenue,",MAROUBRA,NSW,2035,5,4,4,496m²,,"Picture of 7-9 Cantrill Avenue, MAROUBRA NSW 2035",House
Martin Farah,NGFarah Pty Limited,"Buyers Guide $2,800,000","47A Maroubra Road,",MAROUBRA,NSW,2035,4,3,2,0,,"Picture of 47A Maroubra Road, MAROUBRA NSW 2035",Semi-detached
Stephanie Farah,NGFarah Pty Limited,Auction,"7/19-21 Duncan Street,",MAROUBRA,NSW,2035,2,1,1,0,,"Picture of 7/19-21 Duncan Street, MAROUBRA NSW 2035",Apartment / Unit / Flat
Cameron Airlie,NGFarah Pty Limited,"Buyer's Guide $4,350,000","7-9 Cantrill Avenue,",MAROUBRA,NSW,2035,5,4,4,496m²,,"Picture of 7-9 Cantrill Avenue, MAROUBRA NSW 2035",House
Martin Farah,NGFarah Pty Limited,"Buyers Guide $2,800,000","47A Maroubra Road,",MAROUBRA,NSW,2035,4,3,2,0,,"Picture of 47A Maroubra Road, MAROUBRA NSW 2035",Semi-detached
Corrinne Olsen,Olsen Romano Estate Agents,Auction - Price on Application,"384 Beauchamp Road,",MAROUBRA,NSW,2035,4,2,1,316m²,NEW,Corrinne Olsen,House
Theo Karangis,NGFarah Pty Limited,Auction,"59 Hannan Street,",MAROUBRA,NSW,2035,4,3,2,0,NEW,Theo Karangis,House
Andrew Anastassiou,Home Estate Agents,AUCTION,"603/89-91 Boyce Road,",MAROUBRA,NSW,2035,2,1,1,0,NEW,Andrew Anastassiou,Apartment / Unit / Flat
