agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Giles Colliver,Adrian William Real Estate,"Guide $820,000","409/1-3 Larkin Street,",CAMPERDOWN,NSW,2050,1,1,1,96m²,NEW,Giles Colliver,Apartment / Unit / Flat
Danil Saveliev,Adrian William Real Estate,"Guide $1,300,000","42 Bishopgate Street,",CAMPERDOWN,NSW,2050,2,1,0,69m²,NEW,Danil Saveliev,Terrace
Nick Playfair,BresicWhitney Inner West,"Guide $2,500,000","35 Northwood Street,",CAMPERDOWN,NSW,2050,4,2,1,164m²,NEW,Nick Playfair,House
Andy Wu,Harris Tripp,Auction,"408/1 Missenden Road,",CAMPERDOWN,NSW,2050,1,1,1,77m²,NEW,Andy Wu,Apartment / Unit / Flat
Renae Dickey,BresicWhitney Inner West,"Guide $1,650,000","98 Australia Street,",CAMPERDOWN,NSW,2050,3,1,0,0,NEW,Renae Dickey,House
John Boustani,JBRE Property,CONTACT AGENT,"2/69-71 Parramatta Road,",CAMPERDOWN,NSW,2050,1,1,0,0,NEW,John Boustani,Apartment / Unit / Flat
Kate Ferrante,Adrian William Real Estate,"Guide $3,000,000","21 Marmion Street,",CAMPERDOWN,NSW,2050,4,4,1,194m²,,Kate Ferrante,House
Namir Mikha,Adrian William Real Estate,"Guide $900,000","27/176-180 Salisbury Road,",CAMPERDOWN,NSW,2050,2,2,1,112m²,UPDATED,Namir Mikha,Apartment / Unit / Flat
Luke Grosvenor,BresicWhitney Inner West,"Guide $1,700,000","42 Church Street,",CAMPERDOWN,NSW,2050,2,2,0,0,AUCTION SAT 8 FEB,Luke Grosvenor,House
Carl Mirabella,Ray White Elevate,FOR SALE - Contact Agent,"303/19 Church Street,",CAMPERDOWN,NSW,2050,1,1,0,0,UPDATED,Carl Mirabella,Apartment / Unit / Flat
Alister Barrett,The Agency,"$700,000","219/1 Missenden Road,",CAMPERDOWN,NSW,2050,1,1,0,0,UPDATED,Alister Barrett,Apartment / Unit / Flat
