agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
,,"$235,000","16 Haddock Street,",TENNANT CREEK,NT,0860,3,1,4,771m²,,Nutrien Harcourts Alice Springs,House
,,"$260,000 ""As Is""","29 Haddock Street,",TENNANT CREEK,NT,0860,3,2,4,"1,000m²",,Nutrien Harcourts Alice Springs,House
,,"$435,000","32 Ambrose Street,",TENNANT CREEK,NT,0860,4,2,4,"1,000m²",,Nutrien Harcourts Alice Springs,Block of units
,,"$285,000","10 SHAMROCK Street,",TENNANT CREEK,NT,0860,3,1,2,"1,090m²",,Nutrien Harcourts Alice Springs,House
,,"Best Value $299,000!","11 Shamrock Street,",TENNANT CREEK,NT,0860,3,1,3,"1,020m²",,Nutrien Harcourts Alice Springs,House
,,"New Price $255,000","35 Ford Crescent,",TENNANT CREEK,NT,0860,3,1,4,806m²,,Nutrien Harcourts Alice Springs,House
,,"$325,000","20 Scott Street,",TENNANT CREEK,NT,0860,2,1,0,941m²,,Nutrien Harcourts Alice Springs,House
,,"New Price $680,000!","27 Brown Street,",TENNANT CREEK,NT,0860,4,2,4,"7,150m²",,Nutrien Harcourts Alice Springs,House
,,"$235,000","7 Ambrose Street,",TENNANT CREEK,NT,0860,4,2,4,"1,000m²",,Nutrien Harcourts Alice Springs,House
,,"$335,000","17 Staunton Street,",TENNANT CREEK,NT,0860,4,2,1,836m²,,Nutrien Harcourts Alice Springs,House
,,"Must Sell $450,000!","54 Stuart Highway,",TENNANT CREEK,NT,0860,4,2,7,"20,000m²",,Nutrien Harcourts Alice Springs,House
,,"$350,000 Negotiable!","7 Memorial Drive,",TENNANT CREEK,NT,0860,4,1,4,"1,250m²",,Nutrien Harcourts Alice Springs,House
,,Expressions of Interest,"7 Blain Street,",TENNANT CREEK,NT,0860,28,1,24,"16,358m²",,,Apartment / Unit / Flat
,,"$225,000","22 Turner Street,",TENNANT CREEK,NT,0860,3,1,0,760m²,,,House
,,"$235,000","9A Leichhardt Street,",TENNANT CREEK,NT,0860,2,1,2,"1,305m²",,,House
,,"$79,000","16 Meyers Street,",TENNANT CREEK,NT,0860,4,2,0,891m²,,,House
,,"$225,000","31 Turner Street,",TENNANT CREEK,NT,0860,3,1,2,703m²,,,House
,,"$605,000","1-3, 2 Boag Court,",TENNANT CREEK,NT,0860,6,3,3,0,,,Block of units
,,"$274,500","8 Caroline Street,",TENNANT CREEK,NT,0860,3,1,2,866m²,,,House
,,"$296,000","59 Ambrose Street,",TENNANT CREEK,NT,0860,3,2,2,"1,000m²",,,House
,,"$195,000","12 Meyers Street,",TENNANT CREEK,NT,0860,2,1,3,0,SOLD,"Picture of 12 Meyers Street, TENNANT CREEK NT 0860",House
,,"$290,000","185 Paterson Street,",TENNANT CREEK,NT,0860,4,2,2,0,SOLD,"Picture of 185 Paterson Street, TENNANT CREEK NT 0860",Block of units
,,"$297,500","16 Peko Road,",TENNANT CREEK,NT,0860,3,1,1,0,,,House
,,"$333,000","5 Boag Court,",TENNANT CREEK,NT,0860,4,2,4,0,,,House
,,"$200,000","56 Thompson Street,",TENNANT CREEK,NT,0860,3,1,0,0,,,House
,,"$228,000","60 Haddock Street,",TENNANT CREEK,NT,0860,2,1,2,0,,,House
,,"$1,044,000","27 Blain Street,",TENNANT CREEK,NT,0860,1,1,2,0,,,House
,,"$289,500","11 Leichhardt Street,",TENNANT CREEK,NT,0860,4,1,4,0,,,House
,,"$345,000","51 Weaber Road,",TENNANT CREEK,NT,0860,3,2,6,0,,,House
,,"$278,000","33 Eldorado Crescent,",TENNANT CREEK,NT,0860,3,1,4,0,,,House
,,"$4,000,000","113 Paterson Street,",TENNANT CREEK,NT,0860,24,25,30,"4,000m²",,,House
,,"$299,000","31 Meyers Street,",TENNANT CREEK,NT,0860,3,1,8,671m²,,,House
,,"$379,000","17 Chittock Street,",TENNANT CREEK,NT,0860,3,2,5,925m²,,,House
,,"$590,000","60 Paterson Street,",TENNANT CREEK,NT,0860,3,2,4,"1,000m²",,,House
,,"$195,000","12 Meyers Street,",TENNANT CREEK,NT,0860,2,1,3,0,SOLD,"Picture of 12 Meyers Street, TENNANT CREEK NT 0860",House
,,"$290,000","185 Paterson Street,",TENNANT CREEK,NT,0860,4,2,2,0,SOLD,"Picture of 185 Paterson Street, TENNANT CREEK NT 0860",Block of units
