agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Nuriye Piening,Piening Property Sales,"$455,000","8/4 Kypreos Court,",ROSEBERY,NT,0832,3,2,2,0,,"Picture of 8/4 Kypreos Court, ROSEBERY NT 0832",Apartment / Unit / Flat
Colin Morrow,,"PRICE GUIDE $635,000","146 Sundew Circuit,",ZUCCOLI,NT,0832,3,2,2,421m²,NEW,"Picture of 146 Sundew Circuit, ZUCCOLI NT 0832",House
Derek Hart,,FASTRAK,"11 Doody Street,",BELLAMACK,NT,0832,4,2,3,829m²,NEW,Derek Hart,House
Ursula Watson,,"Offers Over $630,000","58 Canegrass Circuit,",ZUCCOLI,NT,0832,3,2,2,0,,Ursula Watson,House
Ursula Watson,,"Offers Over $630,000","34 Tuckeroo Boulevard,",ZUCCOLI,NT,0832,4,2,2,0,,Ursula Watson,House
Matt Englund,,"$679,000","4 Amans Place,",ROSEBERY,NT,0832,4,2,2,670m²,,Matt Englund,House
Rayna Kirikino,,"OFFERS OVER $450,0000","9/30 Polglase Circuit,",JOHNSTON,NT,0832,3,2,2,239m²,,Rayna Kirikino,Apartment / Unit / Flat
,,"Offers from $289,000","118/127 Flynn Circuit,",BELLAMACK,NT,0832,2,2,1,0,,For Sale By Owner Australia,Apartment / Unit / Flat
,,"PRICE SLASHED!! offers over $699,000","8 Balikpapan Court,",JOHNSTON,NT,0832,4,2,2,745m²,,For Sale By Owner Australia,House
,,"$720,000 Negotiable","14 Hale Court,",GUNN,NT,0832,4,3,3,507m²,,No Agent Property,House
,,"$515,000","1/39 Antonino Drive,",ROSEBERY,NT,0832,3,2,2,400m²,,No Agent Property,Semi-detached
,,"OFFERS OVER $965,000","1 Bell Crescent,",BELLAMACK,NT,0832,5,2,5,980m²,,Elders Top End Group,House
,,"$679,000","24 Flynn Circuit,",BELLAMACK,NT,0832,4,2,2,646m²,,For Sale By Owner Australia,House
,,FASTRAK,"67 Forrest Parade,",BAKEWELL,NT,0832,0,0,0,0,,Elders Top End Group,Vacant land
,,"OFFERS OVER $295,000","18 Annunciata Street,",BELLAMACK,NT,0832,0,0,0,0,,Elders Top End Group,Vacant land
,,"$625,000","5 HAYDON STREET,",ROSEBERY,NT,0832,4,2,4,610m²,,Property Now,House
,,"$657,000","4 Brook Crt,",ZUCCOLI,NT,0832,3,2,2,559m²,,No Agent Property,House
,,"$658,000","232 Forrest Parade,",BELLAMACK,NT,0832,4,2,2,0,SOLD,"Picture of 232 Forrest Parade, BELLAMACK NT 0832",House
,,"$319,000","4C/174 Forrest Parade,",ROSEBERY,NT,0832,2,2,2,0,SOLD,"Picture of 4C/174 Forrest Parade, ROSEBERY NT 0832",Apartment / Unit / Flat
,,"$345,000","Level 1, 1/31 Mannikan Court,",BAKEWELL,NT,0832,3,2,2,0,SOLD,"Picture of Level 1, 1/31 Mannikan Court, BAKEWELL NT 0832",Apartment / Unit / Flat
,,Contact seller,"9 Leonie Street,",BELLAMACK,NT,0832,4,3,2,0,,"Picture of 9 Leonie Street, BELLAMACK NT 0832",House
,,"$775,000","8 McGrath Street,",BELLAMACK,NT,0832,4,2,2,800m²,,"Picture of 8 McGrath Street, BELLAMACK NT 0832",House
,,"$165,000","6 DRAGONFLY CRESCENT,",ZUCCOLI,NT,0832,0,0,0,0,,"Picture of 6 DRAGONFLY CRESCENT, ZUCCOLI NT 0832",Vacant land
,,"OFFERS OVER $490,000","2/12 George Street,",JOHNSTON,NT,0832,3,2,2,0,,Elders Top End Group,Apartment / Unit / Flat
,,"$275,000","21 Deane Crescent,",ROSEBERY,NT,0832,0,0,0,0,,Colliers International Darwin,Vacant land
,,"$365,000","4D/174 Forrest Parade,",ROSEBERY,NT,0832,2,2,2,0,,For Sale By Owner Australia,Apartment / Unit / Flat
,,"$569,000","88 Sundew Circuit,",ZUCCOLI,NT,0832,3,2,2,451m²,,,House
,,"$249,000","38 Deane Crescent,",ROSEBERY,NT,0832,0,0,0,0,,,Vacant land
,,Price Drop $349k,"5/118 Forrest Parade,",ROSEBERY,NT,0832,2,2,1,0,,,Apartment / Unit / Flat
,,"OFFERS OVER $620,000","27 Duwun Road,",ROSEBERY,NT,0832,4,2,4,700m²,,,House
,,"OFFERS OVER $300,000","22F/170-174 Forrest Parade,",ROSEBERY,NT,0832,2,2,2,0,,,House
,,"$590,000","54 Dean Crescent,",ROSEBERY,NT,0832,4,2,2,785m²,,,House
,,"$658,000","232 Forrest Parade,",BELLAMACK,NT,0832,4,2,2,0,SOLD,"Picture of 232 Forrest Parade, BELLAMACK NT 0832",House
,,"$319,000","4C/174 Forrest Parade,",ROSEBERY,NT,0832,2,2,2,0,SOLD,"Picture of 4C/174 Forrest Parade, ROSEBERY NT 0832",Apartment / Unit / Flat
,,"$345,000","Level 1, 1/31 Mannikan Court,",BAKEWELL,NT,0832,3,2,2,0,SOLD,"Picture of Level 1, 1/31 Mannikan Court, BAKEWELL NT 0832",Apartment / Unit / Flat
