agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Olivia Thompson,LAWD,"Offers over $699,000","270 Stuart Highway,",MATARANKA,NT,0852,0,0,0,0,,Olivia Thompson,Rural
,,210000 NEGOTIABLE,"47 Railway Terrace,",LARRIMAH,NT,0852,2,1,3,640m²,,Elders Real Estate Katherine,House
,,$3.5m,"736 Stuart Highway,",MATARANKA,NT,0852,0,0,0,0,,Elders Real Estate Katherine,Rural
,,"$750,000","270 Stuart Highway,",MATARANKA,NT,0852,0,0,0,0,,Elders Real Estate Katherine,Rural
,,"$235,000","28 Stirling Street,",MATARANKA,NT,0852,2,1,2,"1,010m²",SOLD,"Picture of 28 Stirling Street, MATARANKA NT 0852",House
,,"$6,802,534","6755 Florina Rd,",FLORINA,NT,0852,0,0,0,0,SOLD,"Picture of 6755 Florina Rd, FLORINA NT 0852",Rural
,,"$445,000","175 Martin Road,",MATARANKA,NT,0852,0,0,0,0,SOLD,"Picture of 175 Martin Road, MATARANKA NT 0852",Acreage / Semi-rural
