agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
,,"$1,190,000","20 Boyd Court,",VIRGINIA,NT,0834,5,3,6,"20,234m²",,No Agent Property,House
,,"$500,000","56 Dowling Rd,",VIRGINIA,NT,0834,0,0,0,0,,Piening Property Sales,Vacant land
,,"OFFERS OVER $400,000","85 Woodward Road,",VIRGINIA,NT,0834,0,0,0,0,,Elders Top End Group,Vacant land
,,CONTACT AGENT,"Brooking Circuit,",VIRGINIA,NT,0834,0,0,0,0,,Elders Top End Group,Vacant land
,,"$1,800,000","4 Edward Pl,",VIRGINIA,NT,0834,5,3,9,2ha,,,House
,,$1.55mil - Massive home and Warehouse!,"129 Morgan Road,",VIRGINIA,NT,0834,5,2,18,"20,000m²",,,House
,,"$750,000","350 Lowther Road,",VIRGINIA,NT,0834,0,0,0,0,,,Acreage / Semi-rural
,,"$758,000","120 Durian Road,",VIRGINIA,NT,0834,5,3,10,0,SOLD,"Picture of 120 Durian Road, VIRGINIA NT 0834",House
,,"$690,000","50 Hinton,",VIRGINIA,NT,0834,3,2,2,2.2ha,SOLD,"Picture of 50 Hinton, VIRGINIA NT 0834",House
,,"$680,000","50 Durian Road,",VIRGINIA,NT,0834,4,2,6,2ha,SOLD,"Picture of 50 Durian Road, VIRGINIA NT 0834",House
