agent_name,agency_name,price,address_line1,suburb,state,postcode,bedrooms,bathrooms,car_spaces,SQM,listing_card_tag,alt_image,property_type
Rory Kalos,Stone Sans Souci,AUCTION | Rory Kalos,"128 Alfred Street,",SANS SOUCI,NSW,2219,4,3,2,852m²,NEW,"Picture of 128 Alfred Street, SANS SOUCI NSW 2219",House
Rory Kalos,Stone Sans Souci,AUCTION | Rory Kalos,"130 Alfred Street,",SANS SOUCI,NSW,2219,4,2,2,894m²,NEW,"Picture of 130 Alfred Street, SANS SOUCI NSW 2219",House
Robert Juric,McGrath Sans Souci,"Guide $600,000","7/145 Clareville Avenue,",SANDRINGHAM,NSW,2219,2,1,0,60m²,NEW,Robert Juric,Apartment / Unit / Flat
Liam Tsaprazis,McGrath Sans Souci,Price on request,"15 Northcote Street,",SANS SOUCI,NSW,2219,4,3,4,607m²,NEW,Liam Tsaprazis,House
Trent Tarbey,McGrath Sans Souci,"Auction Guide $1,300,000","2/11 Bonanza Parade,",SANS SOUCI,NSW,2219,3,2,2,0,NEW,Trent Tarbey,Townhouse
Liam Tsaprazis,McGrath Sans Souci,Price on request,"27/505 Rocky Point Road,",SANS SOUCI,NSW,2219,2,2,2,154m²,,Liam Tsaprazis,Apartment / Unit / Flat
Liam Tsaprazis,McGrath Sans Souci,Price on request,"59 Vista Street,",SANS SOUCI,NSW,2219,5,3,4,857m²,,Liam Tsaprazis,House
Liam Tsaprazis,McGrath Sans Souci,Price on request,"18 Vista Street,",SANS SOUCI,NSW,2219,5,4,2,588m²,,Liam Tsaprazis,House
Liam Tsaprazis,McGrath Sans Souci,Price on request,"493 Rocky Point Road,",SANS SOUCI,NSW,2219,4,2,3,767m²,,Liam Tsaprazis,House
Bill Tsounias,McGrath Sans Souci,"For sale $2,275,000 - $2,350,000","198 Chuter Avenue,",SANS SOUCI,NSW,2219,4,4,2,275m²,UPDATED,Bill Tsounias,House
Daniel Gavan,Gavan Property,Offers Now or Auction,"6 Robert Street,",SANS SOUCI,NSW,2219,3,2,2,0,,Daniel Gavan,House
Peter Gribilas,Power Property Group,Contact Agent,"10/111-113 Alfred Street,",SANS SOUCI,NSW,2219,2,1,1,0,,Peter Gribilas,Apartment / Unit / Flat
Ross Mournehis,Domain Property Agents,Auction,"8 Vista Street,",SANS SOUCI,NSW,2219,4,2,4,0,,Ross Mournehis,House
Maurice Maroon,Luxe Agency by Maurice Maroon,Auction unless sold prior,"38 Primrose Avenue,",SANDRINGHAM,NSW,2219,4,3,3,0,,Maurice Maroon,House
Ray Fadel,Stone Sans Souci,AUCTION | Ray Fadel,"3 Sanoni Avenue,",SANDRINGHAM,NSW,2219,3,2,3,537m²,AUCTION TUE 11 FEB,Ray Fadel,House
Shaun Ramani,Stone Sans Souci,AUCTION | Shaun Ramani,"12a/1-3 Gannon Avenue,",DOLLS POINT,NSW,2219,2,1,1,0,AUCTION TUE 11 FEB,Shaun Ramani,Apartment / Unit / Flat
Shaun Ramani,Stone Sans Souci,"Guide $1,050,000","308/365-377 Rocky Point Road,",SANS SOUCI,NSW,2219,3,2,2,193m²,AUCTION TUE 11 FEB,Shaun Ramani,Apartment / Unit / Flat
Bianca Orlando,Pulse Property Agents,"Auction | Guide $975,000","410/367 Rocky Point Road,",SANS SOUCI,NSW,2219,2,2,2,190m²,,Bianca Orlando,Apartment / Unit / Flat
Ray Fadel,Stone Sans Souci,AUCTION | Ray Fadel,"32 Moss Street,",SANS SOUCI,NSW,2219,3,1,2,0,AUCTION TUE 11 FEB,Ray Fadel,House
Ray Fadel,Stone Sans Souci,"AUCTION GUIDE | $1,150,000","5/21 Horbury Street,",SANS SOUCI,NSW,2219,3,2,2,203m²,AUCTION TUE 11 FEB,Ray Fadel,Villa
,,"$1,680,000","6/13 Horbury Street,",SANS SOUCI,NSW,2219,3,1,2,253m²,SOLD,"Picture of 6/13 Horbury Street, SANS SOUCI NSW 2219",Villa
,,"$2,350,000","203/172-174 Russell Avenue,",DOLLS POINT,NSW,2219,3,2,2,0,SOLD,"Picture of 203/172-174 Russell Avenue, DOLLS POINT NSW 2219",Apartment / Unit / Flat
,,"$844,500","2/153-155 Russell Avenue,",DOLLS POINT,NSW,2219,2,1,1,105m²,SOLD,"Picture of 2/153-155 Russell Avenue, DOLLS POINT NSW 2219",Apartment / Unit / Flat
